,len,non,rate,snp_freq,stop,syn
bin_7_00918,717,6,0.99312931740574661,0.016736401673640166,False,6
bin_7_00919,1173,4,0.99116350087781679,0.027280477408354646,False,28
bin_7_00920,900,1,0.99274102921521645,0.0077777777777777776,False,6
bin_7_00921,321,0,0.99302031103462007,0.0,False,0
bin_7_00922,1089,2,0.99334254433253377,0.0018365472910927456,False,0
bin_7_00923,837,0,0.99334025692290673,0.0,False,0
bin_7_00924,1092,0,0.99105049627097896,0.021062271062271064,False,23
bin_7_00925,219,0,0.99218478100276075,0.0136986301369863,False,3
bin_7_00926,579,3,0.97821529413234765,0.031088082901554404,False,15
bin_7_00927,1344,6,0.97397111937549086,0.046875,False,57
bin_7_00928,783,2,0.99148154177304393,0.019157088122605363,False,13
bin_7_00929,321,0,0.99658460212591549,0.0,False,0
bin_7_00930,720,1,0.99557570647767368,0.006944444444444444,False,4
bin_7_00931,141,0,0.99675142702580577,0.0,False,0
bin_7_00932,405,4,0.98242488847617504,0.03950617283950617,False,12
bin_7_00933,477,1,0.98900734504505838,0.006289308176100629,False,2
bin_7_00934,792,0,0.99353210730922259,0.005050505050505051,False,4
bin_7_00935,987,0,0.99271972760518545,0.0,False,0
bin_7_00936,1602,0,0.99410630525355503,0.0,False,0
bin_7_00937,384,0,0.9942744691086105,0.0,False,0
bin_7_00938,438,0,0.99409232702817263,0.0,False,0
bin_7_00939,867,0,0.9934611352343965,0.0,False,0
bin_7_00940,930,34,0.98555434084737537,0.043010752688172046,True,6
bin_7_00941,537,0,0.99399958603515925,0.0,False,0
bin_7_00942,291,0,0.99272141862020302,0.0,False,0
bin_7_00943,966,0,0.99247041485516485,0.0,False,0
bin_7_00944,972,3,0.99278929643358715,0.0030864197530864196,False,0
bin_7_00945,894,0,0.99398548743825443,0.0,False,0
bin_7_00946,780,5,0.99134943676255738,0.011538461538461539,False,4
bin_7_00947,828,6,0.99013617855147029,0.01570048309178744,False,7
bin_7_00948,612,0,0.99358231221512627,0.0,False,0
bin_7_00949,873,1,0.99439253765776048,0.001145475372279496,False,0
bin_7_00951,183,0,0.99689607468153718,0.0,False,0
bin_7_00952,1350,8,0.97467106339053144,0.06888888888888889,True,85
bin_7_00953,1551,8,0.98142213445979876,0.05157962604771115,False,72
bin_7_00954,525,21,0.96780488276992338,0.10285714285714286,False,33
bin_7_00955,462,7,0.98790410475939017,0.04329004329004329,False,13
bin_7_00956,393,4,0.98108126711335009,0.04834605597964377,False,15
bin_7_00957,1068,11,0.99197429558988548,0.017790262172284643,True,8
bin_7_00958,864,9,0.99303019698265027,0.010416666666666666,False,0
bin_7_00959,639,0,0.99614328387414941,0.0,False,0
bin_7_00960,1533,0,0.99588615005175474,0.0,False,0
bin_7_00961,1074,0,0.99551894817428122,0.0,False,0
bin_7_00962,813,0,0.9950728035744274,0.0,False,0
bin_7_00963,681,0,0.99485420296621296,0.0,False,0
bin_7_00964,789,0,0.99561812583629872,0.0,False,0
bin_7_00965,753,1,0.99393438999809236,0.0026560424966799467,False,1
bin_7_00966,351,0,0.99602829130258075,0.0,False,0
bin_7_00967,180,0,0.99580650925683001,0.0,False,0
bin_7_00968,285,25,0.96894842586196184,0.12982456140350876,True,12
bin_7_00969,306,0,0.99423063191005978,0.0,False,0
bin_7_00970,3297,0,0.99527623584449898,0.001213224143160449,False,4
bin_7_00971,1188,1,0.99062139325287346,0.018518518518518517,False,21
bin_7_00972,363,0,0.99649442330407023,0.0,False,0
bin_7_00973,831,0,0.99588306540916671,0.0,False,0
bin_7_00974,825,1,0.99502417112378927,0.0024242424242424242,False,1
bin_7_00975,948,0,0.99569648191690052,0.0,False,0
bin_7_00976,432,0,0.99542889403243884,0.0,False,0
bin_7_00977,615,3,0.98161960658706471,0.05365853658536585,False,30
bin_7_00978,261,5,0.98308486091488734,0.06130268199233716,False,11
bin_7_00979,342,9,0.97994536559425938,0.0847953216374269,False,20
bin_7_00980,321,6,0.96609571014462581,0.08099688473520249,False,20
bin_7_00981,678,8,0.98324789380133448,0.08112094395280237,False,47
bin_7_00982,402,3,0.97970932842776604,0.04975124378109453,False,17
bin_7_00983,969,17,0.97468206845081962,0.07533539731682147,False,56
bin_7_00984,702,13,0.97434786442087873,0.0754985754985755,True,40
bin_7_00985,450,1,0.99331851451512787,0.02,False,8
bin_7_00988,552,16,0.98810575969047276,0.030797101449275364,False,1
bin_7_00989,990,0,0.99581765549764045,0.0,False,0
bin_7_00990,1062,0,0.99480270651744973,0.004708097928436911,False,5
bin_7_00991,846,1,0.99424099666005128,0.001182033096926714,False,0
bin_7_00992,1140,0,0.99597165313234592,0.0,False,0
bin_7_00994,1668,4,0.99458281904732804,0.0035971223021582736,True,2
bin_7_00995,1662,0,0.99618934628069011,0.0,False,0
bin_7_00996,381,0,0.99576057550675723,0.0,False,0
bin_7_00997,531,0,0.99415415635338833,0.011299435028248588,False,6
bin_7_00998,174,0,0.99663601222282039,0.0,False,0
bin_7_00999,2538,0,0.99600047239042699,0.0,False,0
bin_7_01001,456,0,0.99432198085646384,0.0,False,0
bin_7_01002,657,0,0.99440470503155332,0.0015220700152207,False,1
bin_7_01003,1119,0,0.99536161415939495,0.0,False,0
bin_7_01006,612,0,0.9953329427368669,0.0016339869281045752,False,1
bin_7_01007,636,21,0.97555993834584598,0.03773584905660377,True,3
bin_7_01008,1305,0,0.98178748482557665,0.0,False,0
bin_7_01010,1194,0,0.96932158879218566,0.0,False,0
bin_7_01011,144,0,,0.0,False,0
bin_7_01012,264,0,0.91859890097375196,0.0,False,0
bin_7_01013,417,0,0.96014399378216408,0.0,False,0
bin_7_01014,1044,0,0.96817483169603002,0.0,False,0
bin_7_01015,960,0,0.97116111065795774,0.0,False,0
bin_7_01016,519,4,0.98799842706170926,0.03468208092485549,False,14
bin_7_01017,2088,7,0.99029533950459991,0.020593869731800767,False,36
bin_7_01018,1152,4,0.97916799156712464,0.0390625,False,41
bin_7_01019,2250,18,0.97950353958788317,0.03866666666666667,False,69
bin_7_01020,309,0,0.99440463467695961,0.0,False,0
bin_7_01021,264,1,0.99061601590497406,0.003787878787878788,False,0
bin_7_01022,1467,15,0.98426827648022586,0.027266530334014997,False,25
bin_7_01023,1116,2,0.98854870517346327,0.017921146953405017,False,18
bin_7_01027,1686,1,0.98723375295394022,0.021945432977461446,False,36
bin_7_01028,486,6,0.97497528899240438,0.06584362139917696,False,26
bin_7_01029,198,2,0.97396137659845494,0.06565656565656566,False,11
bin_7_01030,306,1,0.98424873576927419,0.049019607843137254,False,14
bin_7_01031,459,0,0.99486036072925121,0.0,False,0
bin_7_01032,414,2,0.99482886631405354,0.004830917874396135,False,0
bin_7_01033,1083,1,0.9709776872282202,0.06740535549399815,False,72
bin_7_01034,486,0,0.9629081328310104,0.00411522633744856,False,2
bin_7_01037,651,4,0.93935186449124797,0.01228878648233487,False,4
bin_7_01038,141,1,0.9920121354436493,0.014184397163120567,False,1
bin_7_01039,1455,6,0.96792747784990729,0.009621993127147767,False,8
bin_7_01040,657,4,0.97351900277097303,0.0243531202435312,False,12
bin_7_01041,126,1,0.99273363714170482,0.007936507936507936,False,0
bin_7_01042,1428,0,0.98435417700905625,0.03711484593837535,False,53
bin_7_01043,408,3,0.99162224533780374,0.00980392156862745,False,1
bin_7_01044,417,0,0.99595543983416235,0.0,False,0
bin_7_01045,438,0,0.99603521891389812,0.0,False,0
bin_7_01046,879,1,0.99379734684186993,0.006825938566552901,False,5
bin_7_01047,903,0,0.99574728394356393,0.0011074197120708748,False,1
bin_7_01048,2187,1,0.99401228330230973,0.010516689529035207,False,22
bin_7_01049,633,0,0.99618928672045148,0.0,False,0
bin_7_01050,762,0,0.99650935566299015,0.0,False,0
bin_7_01052,1056,0,0.9956159066807021,0.0,False,0
bin_7_01053,1905,1,0.99564013524636519,0.0010498687664041995,False,1
bin_7_01054,1179,0,0.99601944633983841,0.0,False,0
bin_7_01055,966,0,0.99574925710733042,0.0,False,0
bin_7_01056,822,0,0.99600928215387607,0.0,False,0
bin_7_01057,744,0,0.99585795137149546,0.0,False,0
bin_7_01058,1095,0,0.99553677527841888,0.0,False,0
bin_7_01059,570,0,0.9959244001089731,0.0,False,0
bin_7_01060,891,1,0.99633401067028271,0.001122334455667789,True,0
bin_7_01061,981,0,0.99630569413078807,0.0,False,0
bin_7_01062,864,0,0.99649414145572612,0.0,False,0
bin_7_01063,552,0,0.99617561954672418,0.0,False,0
bin_7_01064,912,6,0.99282120682117936,0.009868421052631578,True,3
bin_7_01065,1314,0,0.99674814232525366,0.0,False,0
bin_7_01066,1020,0,0.99670368916469909,0.0,False,0
bin_7_01067,2343,2,0.99631943691176972,0.0008536064874093043,False,0
bin_7_01068,1092,0,0.99663501782086916,0.0,False,0
bin_7_01069,366,0,0.99682112471884998,0.0,False,0
bin_7_01070,270,0,0.995283601773715,0.0,False,0
bin_7_01071,957,3,0.99161771860758552,0.018808777429467086,False,15
bin_7_01072,717,0,0.9759989775823833,0.05578800557880056,False,40
bin_7_01076,312,3,0.98775987200742743,0.02564102564102564,False,5
bin_7_01077,1149,0,0.99640673135938096,0.0,False,0
bin_7_01078,495,0,0.99703169448668605,0.0,False,0
bin_7_01080,459,2,0.99250185689480797,0.008714596949891068,False,2
bin_7_01081,420,0,0.99274988950065501,0.007142857142857143,False,3
bin_7_01082,2739,6,0.985953258522829,0.02555677254472435,False,64
bin_7_01083,1209,3,0.98979499805206506,0.015715467328370553,False,16
bin_7_01084,906,5,0.98379756634368165,0.02759381898454746,False,20
bin_7_01085,1248,5,0.98141496651099436,0.044070512820512824,False,50
bin_7_01086,1128,2,0.97878940617393095,0.05851063829787234,False,64
bin_7_01087,711,2,0.98086887459759442,0.005625879043600563,False,2
bin_7_01088,1455,5,0.97869270770268846,0.021993127147766325,False,27
bin_7_01089,852,13,0.98941611215629521,0.025821596244131457,False,9
bin_7_01090,174,1,0.99176115225825456,0.028735632183908046,False,4
bin_7_01091,1347,8,0.98874255905116482,0.01855976243504083,False,17
bin_7_01092,1368,0,0.99281855470043912,0.0014619883040935672,False,2
bin_7_01093,1380,1,0.98461198128430816,0.028985507246376812,False,39
bin_7_01094,666,0,0.98133116932634634,0.03753753753753754,False,25
bin_7_01095,480,0,0.99361119694769096,0.00625,False,3
bin_7_01098,2361,20,0.98604989546162303,0.05633206268530284,False,113
bin_7_01099,372,2,0.99485336294197768,0.016129032258064516,False,4
bin_7_01100,333,2,0.9955641979826102,0.006006006006006006,False,0
bin_7_01101,492,0,0.99627071333135619,0.0,False,0
bin_7_01103,1707,5,0.98700480569834403,0.026362038664323375,False,40
bin_7_01104,597,0,0.98911685904649715,0.018425460636515914,False,11
bin_7_01105,1272,1,0.98861528598013249,0.019654088050314465,False,24
bin_7_01106,1053,1,0.9887730571517489,0.02849002849002849,False,29
bin_7_01107,690,11,0.98335506570562681,0.036231884057971016,False,14
bin_7_01108,822,15,0.98575831607467124,0.0364963503649635,False,15
bin_7_01109,462,0,0.99471623503781448,0.004329004329004329,False,2
bin_7_01110,159,0,0.99709495037230689,0.0,False,0
bin_7_01111,459,0,0.99417326164544217,0.0,False,0
bin_7_01112,690,0,0.99544862226706499,0.0014492753623188406,False,1
bin_7_01113,702,0,0.99533122520720463,0.0,False,0
bin_7_01114,525,0,0.99619798491583988,0.0,False,0
bin_7_01115,483,10,0.98639156760949454,0.035196687370600416,False,7
bin_7_01116,246,0,0.98974184403888821,0.024390243902439025,False,6
bin_7_01117,2013,1,0.99498251288061212,0.001987083954297069,False,3
bin_7_01118,1035,8,0.99455292279329788,0.00966183574879227,True,2
bin_7_01119,1284,2,0.99553539389004198,0.003115264797507788,False,2
bin_7_01120,1263,24,0.98324178805704354,0.04275534441805225,True,30
bin_7_01121,1404,1,0.98104278790786981,0.020655270655270654,False,28
bin_7_01122,843,2,0.98280602505711789,0.010676156583629894,False,7
bin_7_01123,246,1,0.97694409743953448,0.016260162601626018,False,3
bin_7_01124,672,1,0.96656666574876648,0.011904761904761904,False,7
bin_7_01125,2238,3,0.97988678575335608,0.013404825737265416,False,27
bin_7_01126,315,0,0.98794072001258249,0.009523809523809525,False,3
bin_7_01127,1470,0,0.97512593052640739,0.013605442176870748,False,20
bin_7_01128,1056,4,0.97934875009124467,0.017992424242424244,False,15
bin_7_01129,873,1,0.98529900743241572,0.001145475372279496,False,0
bin_7_01130,1815,0,0.97796934017403336,0.0049586776859504135,False,9
bin_7_01131,495,33,0.95801173625035807,0.09090909090909091,True,12
bin_7_01132,615,0,0.97525128193307908,0.0,False,0
bin_7_01133,903,0,0.98155646831061161,0.0011074197120708748,False,1
bin_7_01134,1482,1,0.99268839830925415,0.021592442645074223,False,31
bin_7_01135,1068,11,0.99163811741571162,0.015917602996254682,True,6
bin_7_01136,864,5,0.99406578156470315,0.008101851851851851,False,2
bin_7_01137,639,0,0.99621552080242914,0.0,False,0
bin_7_01138,1533,6,0.98999101496468245,0.015655577299412915,False,18
bin_7_01139,1074,0,0.97083964293635117,0.0,False,0
bin_7_01140,813,0,0.97847776184075619,0.0,False,0
bin_7_01141,681,0,0.96501870006422785,0.0,False,0
bin_7_01142,792,0,0.9769649330271738,0.0,False,0
bin_7_01143,753,9,0.96612039550072992,0.01593625498007968,False,3
bin_7_01144,672,0,0.96690526101659557,0.0,False,0
bin_7_01145,663,0,0.98182308185673128,0.007541478129713424,False,5
bin_7_01146,351,2,0.97642924806081155,0.045584045584045586,False,14
bin_7_01147,180,0,0.95879065241874273,0.08333333333333333,False,15
bin_7_01148,645,0,0.99543901109440436,0.0015503875968992248,False,1
bin_7_01149,387,4,0.98329038665027368,0.025839793281653745,False,6
bin_7_01150,3297,0,0.97819258140185061,0.0,False,0
bin_7_01151,1188,3,0.97008382282530936,0.0025252525252525255,False,0
bin_7_01152,363,0,0.98935511861666414,0.0,False,0
bin_7_01153,831,0,0.97835650081888259,0.0,False,0
bin_7_01154,825,0,0.97693186584168168,0.0,False,0
bin_7_01155,948,0,0.98280561033725677,0.0,False,0
bin_7_01156,432,0,0.99040671245351863,0.0,False,0
bin_7_01157,642,5,0.98919526547792969,0.059190031152647975,False,33
bin_7_01158,408,3,0.9855113468153297,0.0661764705882353,False,24
bin_7_01159,849,6,0.99106275311660785,0.038869257950530034,False,27
bin_7_01160,1065,1,0.99577232705990193,0.0018779342723004694,False,1
bin_7_01161,1011,3,0.99442900575521498,0.005934718100890208,False,3
bin_7_01162,1017,1,0.99527744046122857,0.004916420845624385,False,4
bin_7_01163,1134,0,0.99566592772380391,0.0,False,0
bin_7_01164,1749,0,0.99536922608451728,0.0005717552887364208,False,1
bin_7_01165,1059,0,0.99666976992860801,0.0,False,0
bin_7_01166,1221,1,0.99440191692771573,0.002457002457002457,False,2
bin_7_01167,492,1,0.99322689373587447,0.03048780487804878,False,14
bin_7_01168,951,1,0.99379648258219522,0.011566771819137749,False,10
bin_7_01169,1332,2,0.98486730126742306,0.038288288288288286,False,49
bin_7_01170,624,2,0.98585728645740378,0.02403846153846154,False,13
bin_7_01171,438,1,0.99504366741721451,0.00228310502283105,False,0
bin_7_01172,330,0,0.991171715562019,0.012121212121212121,False,4
bin_7_01173,702,12,0.97266458730784155,0.06267806267806268,False,32
bin_7_01174,3729,14,0.97752299956478672,0.055242692410834,False,192
bin_7_01175,489,8,0.98153292544092541,0.03680981595092025,False,10
bin_7_01176,339,4,0.98871550107401351,0.017699115044247787,False,2
bin_7_01177,390,0,0.98604790005742171,0.02564102564102564,False,10
bin_7_01178,417,0,0.98906600476533457,0.016786570743405275,False,7
bin_7_01179,387,1,0.98759949988554929,0.020671834625323,False,7
bin_7_01181,720,9,0.98057051264266049,0.0375,True,18
bin_7_01182,1275,12,0.97316588567733298,0.0596078431372549,False,64
bin_7_01183,981,6,0.97606047097200432,0.05504587155963303,False,48
bin_7_01184,786,1,0.98837781783398437,0.017811704834605598,False,13
bin_7_01185,480,6,0.9779771547273497,0.04791666666666667,False,17
bin_7_01186,1386,4,0.97899070102266494,0.048340548340548344,False,63
bin_7_01187,1023,12,0.98143120935504224,0.06549364613880743,False,55
bin_7_01188,708,8,0.99122453236086761,0.025423728813559324,True,10
bin_7_01190,2889,5,0.9830466568674876,0.04257528556593977,False,118
bin_7_01191,240,2,0.99063734941981207,0.0125,False,1
bin_7_01192,1284,4,0.98228316288256046,0.03660436137071651,False,43
bin_7_01193,627,0,0.9856186440886715,0.0,False,0
bin_7_01194,159,0,0.99610544213193442,0.0,False,0
bin_7_01195,1128,13,0.98443114583910885,0.030141843971631204,False,21
bin_7_01196,384,1,0.99508609827849037,0.0026041666666666665,False,0
bin_7_01197,165,1,0.99137872652682013,0.006060606060606061,False,0
bin_7_01198,1629,0,0.98816724522325428,0.0,False,0
bin_7_01199,900,0,0.9841610061439966,0.0,False,0
bin_7_01200,786,1,0.98589634744483279,0.001272264631043257,False,0
bin_7_01201,3258,1,0.98300809332804506,0.0009208103130755065,False,2
bin_7_01202,2880,24,0.97747370234411846,0.04513888888888889,False,106
bin_7_01203,1914,1,0.98844427031648785,0.030303030303030304,False,57
bin_7_01204,1086,1,0.99289979858479416,0.017495395948434623,False,18
bin_7_01205,1212,0,0.99543380807754245,0.004125412541254125,False,5
bin_7_01206,453,1,0.99289688434061096,0.019867549668874173,False,8
bin_7_01207,954,3,0.98883368602760879,0.020964360587002098,False,17
bin_7_01208,1671,5,0.98620418605688787,0.022142429682824656,False,32
bin_7_01209,321,1,0.98496851664142071,0.028037383177570093,False,8
bin_7_01210,333,4,0.97813265680779626,0.04804804804804805,False,12
bin_7_01211,960,32,0.97401209117719256,0.07083333333333333,False,36
bin_7_01212,774,0,0.98862681842169109,0.0,False,0
bin_7_01213,240,11,0.94653268449180905,0.058333333333333334,False,3
bin_7_01214,816,3,0.9840708760202076,0.007352941176470588,False,3
bin_7_01215,867,0,0.98713406422624395,0.006920415224913495,False,6
bin_7_01216,1185,0,0.98484182803906639,0.0,False,0
bin_7_01217,969,0,0.97178016457990246,0.0010319917440660474,False,1
bin_7_01218,1695,0,0.98900419465123368,0.015339233038348082,False,26
bin_7_01219,927,5,0.98248996709047554,0.032362459546925564,False,25
bin_7_01220,1086,3,0.97932352034913395,0.04511970534069982,False,46
bin_7_01221,1308,1,0.98249654236276551,0.03134556574923547,False,40
bin_7_01222,1332,1,0.98203471253326535,0.0007507507507507507,False,0
bin_7_01224,1665,4,0.99478809949072433,0.0024024024024024023,False,0
bin_7_01225,849,0,0.99530992892963877,0.0,False,0
bin_7_01226,1368,9,0.99481310248842858,0.013157894736842105,False,9
bin_7_01227,1389,13,0.99421469304716037,0.012958963282937365,False,5
bin_7_01228,783,0,0.99553886405571601,0.008939974457215836,False,7
bin_7_01230,192,0,0.99424627975664015,0.0,False,0
bin_7_01231,507,0,0.99596631921100032,0.0,False,0
bin_7_01232,768,0,0.99580275206013347,0.0,False,0
bin_7_01234,1638,1,0.99595263725480998,0.0006105006105006105,False,0
bin_7_01235,2841,0,0.99645860668652886,0.0,False,0
bin_7_01236,258,0,0.99676584333953822,0.0,False,0
bin_7_01237,117,0,0.99442473593259417,0.0,False,0
bin_7_01238,1215,11,0.99382418843289599,0.012345679012345678,True,4
bin_7_01239,2613,27,0.99383029042175886,0.013011863758132415,True,7
bin_7_01241,138,0,0.99653419974871349,0.0,False,0
bin_7_01242,828,9,0.99221483158928836,0.028985507246376812,False,15
bin_7_01243,726,0,0.96467108516555344,0.0,False,0
bin_7_01244,480,0,0.97483360836443644,0.0,False,0
bin_7_01246,2037,0,0.97653785846534613,0.0,False,0
bin_7_01247,138,0,0.98877288454181644,0.007246376811594203,False,1
bin_7_01248,456,0,0.9923337493420018,0.0,False,0
bin_7_01249,363,0,0.9771652026147799,0.0,False,0
bin_7_01251,1194,0,0.9960047334028892,0.0008375209380234506,False,1
bin_7_01252,579,4,0.98906634066236954,0.0535405872193437,False,27
bin_7_01253,933,6,0.97510428396369719,0.08145766345123258,False,70
bin_7_01255,618,0,0.99550097901226009,0.0,False,0
bin_7_01256,1260,9,0.97890846099328477,0.05952380952380952,False,66
bin_7_01257,1695,12,0.97979725512299276,0.04188790560471976,False,59
bin_7_01260,888,2,0.99406123912707312,0.0045045045045045045,False,2
bin_7_01261,345,0,0.99612607988933521,0.0,False,0
bin_7_01263,351,1,0.99550942930335684,0.002849002849002849,False,0
bin_7_01264,618,5,0.99523828475243226,0.009708737864077669,False,1
bin_7_01265,600,0,0.99608022703604282,0.0,False,0
bin_7_01266,858,0,0.99596576602654641,0.0,False,0
bin_7_01267,450,0,0.99639417202801361,0.0,False,0
bin_7_01268,582,0,0.99632510229632154,0.0,False,0
bin_7_01269,891,0,0.99460674870246535,0.0,False,0
bin_7_01270,1434,1,0.99520354501179475,0.007670850767085077,False,10
bin_7_01271,648,0,0.99553089143597517,0.0,False,0
bin_7_01272,648,0,0.99509673212628202,0.0,False,0
bin_7_01273,1107,1,0.99478643402986577,0.0027100271002710027,False,2
bin_7_01274,759,3,0.98658686699841347,0.023715415019762844,False,15
bin_7_01275,681,2,0.98927416049049788,0.011747430249632892,False,6
bin_7_01276,621,0,0.99142755123012494,0.0,False,0
bin_7_01277,1053,0,0.96806237802150419,0.0,False,0
bin_7_01278,624,0,0.96963677593027997,0.0,False,0
bin_7_01279,795,0,0.9798509365405158,0.0,False,0
bin_7_01280,1002,0,0.98448399462253466,0.0,False,0
bin_7_01281,1581,0,0.98711605845855754,0.0,False,0
bin_7_01282,483,1,0.9893357094217855,0.014492753623188406,False,6
bin_7_01283,126,0,0.98714284928141804,0.023809523809523808,False,3
bin_7_01284,399,2,0.98033884576050978,0.040100250626566414,False,14
bin_7_01285,1671,1,0.99278732340912967,0.007779772591262717,False,12
bin_7_01286,747,1,0.99211954282267534,0.009370816599732263,False,6
bin_7_01287,1083,12,0.98263515194481565,0.028624192059095107,False,19
bin_7_01288,195,0,0.99303757755371036,0.0,False,0
bin_7_01289,990,3,0.98063075091020013,0.00404040404040404,False,1
bin_7_01290,375,0,0.98844059666807127,0.024,False,9
bin_7_01291,192,2,0.95640622783461238,0.010416666666666666,False,0
bin_7_01292,993,10,0.9724888039174302,0.0513595166163142,False,41
bin_7_01293,513,0,0.98430809880582282,0.029239766081871343,False,15
bin_7_01294,1002,0,0.97792133842318874,0.03592814371257485,False,36
bin_7_01295,849,7,0.97348651174821299,0.06478209658421673,False,48
bin_7_01296,1023,4,0.96080754242454014,0.10361681329423265,False,102
bin_7_01297,756,4,0.96062659100014891,0.09788359788359788,False,70
bin_7_01298,1119,18,0.96232090429849093,0.09204647006255585,False,85
bin_7_01299,1503,7,0.9759431205145308,0.049234863606121095,False,67
bin_7_01300,1368,8,0.9757306539654923,0.05263157894736842,False,64
bin_7_01301,1737,18,0.98570479118570808,0.042026482440990214,False,55
bin_7_01302,888,4,0.97983207214960821,0.038288288288288286,False,30
bin_7_01303,1014,7,0.98193376327529358,0.03550295857988166,False,29
bin_7_01304,1299,12,0.98985132309637225,0.02155504234026174,True,16
bin_7_01305,639,2,0.9924413225448544,0.010954616588419406,False,5
bin_7_01306,1221,4,0.99274465380969379,0.009009009009009009,False,7
bin_7_01307,684,1,0.9822684781208465,0.038011695906432746,False,25
bin_7_01308,522,3,0.98503700674627181,0.02681992337164751,False,11
bin_7_01309,2181,17,0.98550630715164556,0.036680421824850984,False,63
bin_7_01310,1209,2,0.98646129939050964,0.02481389578163772,False,28
bin_7_01311,444,0,0.99415044630968175,0.0045045045045045045,False,2
bin_7_01312,204,1,0.98274718907255465,0.03431372549019608,False,6
bin_7_01313,255,3,0.98427170684978582,0.03137254901960784,False,5
bin_7_01314,2154,3,0.98100449324282724,0.03899721448467967,False,81
bin_7_01316,1632,3,0.99495000078315177,0.0055147058823529415,False,6
bin_7_01317,969,0,0.99630695103167044,0.0,False,0
bin_7_01318,846,2,0.99539636681474664,0.008274231678486997,False,5
bin_7_01319,1863,13,0.99323533224552873,0.017713365539452495,False,20
bin_7_01320,849,8,0.99152567040515549,0.04240282685512368,False,28
bin_7_01321,1014,1,0.99668698109479925,0.0029585798816568047,False,2
bin_7_01322,1053,0,0.99619539573763838,0.0,False,0
bin_7_01323,927,3,0.99632932842455602,0.003236245954692557,False,0
bin_7_01324,834,1,0.99591081560066863,0.0035971223021582736,False,2
bin_7_01325,735,1,0.99611012488165607,0.0013605442176870747,False,0
bin_7_01327,1380,27,0.98487554953699097,0.03985507246376811,True,28
bin_7_01328,2523,15,0.98909642382553842,0.019817677368212445,True,35
bin_7_01329,345,1,0.99431069099471991,0.005797101449275362,False,1
bin_7_01330,936,2,0.98455396693925423,0.030982905982905984,False,27
bin_7_01331,231,0,0.99664622721734208,0.0,False,0
bin_7_01332,1194,0,0.99556622241109827,0.0016750418760469012,False,2
bin_7_01333,579,0,0.96366800832192845,0.0051813471502590676,False,3
bin_7_01334,843,1,0.96880584556221638,0.002372479240806643,False,1
bin_7_01336,618,0,0.99352424164848163,0.0,False,0
bin_7_01337,1191,14,0.96417727126724972,0.09991603694374475,False,105
bin_7_01338,1353,6,0.97407163430167798,0.08721359940872137,False,112
bin_7_01339,1071,2,0.98144888455351997,0.05322128851540616,False,55
bin_7_01340,1392,2,0.98102908150352897,0.008620689655172414,False,10
bin_7_01341,1497,13,0.96580257753526588,0.033400133600534405,True,37
bin_7_01342,1800,3,0.98009675268227892,0.015555555555555555,False,25
bin_7_01343,405,2,0.97981638138594163,0.014814814814814815,False,4
bin_7_01345,276,6,0.99054246588245554,0.025362318840579712,False,1
bin_7_01346,834,0,0.99406009893569647,0.004796163069544364,False,4
bin_7_01347,789,1,0.98497574862650039,0.025348542458808618,False,19
bin_7_01348,1500,6,0.98584594746679843,0.025333333333333333,False,32
bin_7_01349,507,0,0.98872451690147389,0.01775147928994083,False,9
bin_7_01350,2502,1,0.98727616966933396,0.021982414068745005,False,54
bin_7_01351,840,9,0.98679238385396528,0.02261904761904762,False,10
bin_7_01352,1371,1,0.98791049056969016,0.021152443471918306,False,28
bin_7_01353,819,2,0.98520558987401563,0.026862026862026864,False,20
bin_7_01354,807,3,0.98965440234795943,0.01486988847583643,False,9
bin_7_01355,879,5,0.98851921987332114,0.015927189988623434,False,9
bin_7_01356,2388,3,0.99098204089638753,0.012144053601340033,False,26
bin_7_01357,243,0,0.9899621129852606,0.0,False,0
bin_7_01358,1650,0,0.98946186620792564,0.010303030303030303,False,17
bin_7_01359,1071,7,0.97933248685004415,0.04108309990662932,False,37
bin_7_01360,2160,2,0.99235084129951079,0.009259259259259259,False,18
bin_7_01361,783,0,0.99360024423218285,0.002554278416347382,False,2
bin_7_01362,624,1,0.98961881571704824,0.01282051282051282,False,7
bin_7_01363,561,1,0.99307529568752184,0.0071301247771836,False,3
bin_7_01364,732,0,0.98894120895469961,0.017759562841530054,False,13
bin_7_01365,1485,4,0.98903428158170792,0.016835016835016835,False,21
bin_7_01366,897,1,0.99144444859004499,0.011148272017837236,False,9
bin_7_01367,255,0,0.98370316439487893,0.03137254901960784,False,8
bin_7_01368,870,3,0.99034918949978035,0.01264367816091954,False,8
bin_7_01369,1056,5,0.99042420828819,0.014204545454545454,False,10
bin_7_01370,879,2,0.98642525462233888,0.02161547212741752,False,17
bin_7_01371,960,2,0.99377344234800369,0.005208333333333333,False,3
bin_7_01372,1566,15,0.9864203784813298,0.024265644955300127,True,23
bin_7_01373,1227,0,0.9966189872756549,0.0,False,0
bin_7_01374,600,0,0.99635153872147608,0.0,False,0
bin_7_01375,702,0,0.99635992755523772,0.0,False,0
bin_7_01376,987,0,0.99457780388143702,0.0,False,0
bin_7_01377,900,0,0.99542856088796672,0.0,False,0
bin_7_01378,489,1,0.99561729918663389,0.002044989775051125,False,0
bin_7_01379,1431,1,0.99530774571906888,0.0006988120195667365,False,0
bin_7_01380,438,0,0.99613494074218245,0.0,False,0
